group,Home Improvement Contractor,Debt Collection Agency,Hospitality and Food Services,Process Serving Agency,Pool or Billiard Room,Service Providers,Scale Dealer Repairer,General Vendor Distributor,Specialty Services,Scrap Metal Processor,Auction House Premises,Parking Lot,Sidewalk Cafe,Bingo Game Operator,Horse Drawn Cab Owner,Booting Company,Cabaret,root,Tow Truck Company,Amusement Device Temporary,Employment Agency,Secondhand Dealer - General,Special Sale,Storage Warehouse,Cigarette Retail Dealer,Newsstand,Amusement Arcade,Property and Real Estate,Electronics Store,Games of Chance,Secondhand Dealer - Auto,Transportation and Storage,Tow Truck Exemption,Amusement Device Permanent,Secondhand Dealer - Firearms,Pedicab Business,Laundry Jobber,Entertainment and Leisure,Amusement Device Portable,Dealer In Products,Gaming Cafe,Stoop Line Stand,Laundry,Commercial Lessor,Sightseeing Bus,Catering Establishment,Electronic & Appliance Service,Garage and Parking Lot,Garage,Retail and Sales
9700,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,7,0,0,6,1,0,3,1,0,0,4,1,0,0,1,1,0,0,1,0,1,2,0,0,0,1,0,1,17
4197,2,1,2,0,0,3,0,0,0,0,0,1,2,0,0,0,0,36,1,0,0,7,0,0,9,0,0,7,0,0,0,6,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,4,18
15169,11,0,2,0,0,14,0,0,0,0,0,0,2,0,0,0,0,34,0,0,2,4,0,0,10,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,16
17930,8,0,1,1,0,12,0,0,0,0,0,1,1,0,0,0,0,38,0,0,0,2,0,0,7,1,0,6,2,0,0,2,0,0,0,0,2,0,0,1,0,4,4,0,0,0,3,0,1,17
6819,4,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,30,1,0,0,4,0,0,1,0,0,4,4,0,0,6,0,0,0,0,2,1,1,0,0,2,2,0,0,0,1,0,5,11
25472,8,1,3,1,0,12,0,0,0,0,0,0,3,0,0,0,0,55,1,0,0,8,0,0,12,0,0,4,5,1,2,4,0,0,0,1,3,2,1,1,0,2,1,0,0,0,2,0,2,30
37041,10,0,0,0,0,14,0,0,1,1,0,0,0,0,0,0,0,36,1,0,0,5,0,0,6,0,0,3,1,0,1,1,0,0,0,0,1,1,1,0,0,3,2,0,0,0,4,0,0,16
30058,10,0,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,8,0,0,5,0,0,4,2,0,1,1,0,0,0,1,2,0,0,2,0,1,2,0,0,0,4,0,0,19
25600,11,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,4,0,0,8,0,0,8,1,0,1,2,0,0,0,1,3,1,1,2,0,6,5,0,0,0,3,0,1,22
40087,18,4,0,0,0,23,0,0,1,1,0,1,0,0,0,0,0,60,1,0,0,9,0,0,8,0,0,11,2,0,0,3,0,0,0,0,6,1,1,0,0,2,5,0,0,0,1,0,1,21
24074,15,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,5,0,0,4,0,0,4,2,1,1,2,0,1,0,0,0,2,0,0,0,2,4,0,0,0,3,0,2,14
32067,7,1,0,1,0,11,0,0,0,0,0,1,0,0,0,0,1,47,0,0,0,4,0,0,14,0,0,6,4,0,1,2,0,0,0,0,1,1,0,1,0,3,5,0,0,0,2,0,1,27
20750,6,0,1,0,0,7,0,0,0,0,0,1,1,0,0,0,1,50,1,0,0,5,0,0,12,1,0,7,3,0,1,5,0,0,0,0,3,2,1,3,0,3,4,0,0,0,1,0,3,28
19461,10,2,2,0,0,19,0,0,0,0,0,2,1,0,0,0,0,56,0,0,1,7,0,0,12,0,0,5,5,0,1,2,0,0,0,0,2,0,0,1,0,2,3,0,0,1,6,0,0,28
37028,9,0,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,43,0,0,0,3,0,0,11,0,0,7,4,0,0,1,0,0,0,0,4,1,1,0,0,3,3,0,0,0,3,0,1,21
14453,8,4,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,46,0,0,2,7,0,0,8,0,0,6,3,0,0,4,0,0,0,1,5,0,0,1,0,1,1,0,0,0,2,1,1,20
19850,9,2,6,1,0,12,0,0,1,1,0,1,6,0,1,0,1,59,0,0,0,3,0,0,17,0,0,6,6,0,2,5,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,3,28
13208,9,0,3,0,0,12,0,0,0,0,0,2,3,0,0,0,0,49,1,0,0,7,0,0,9,1,0,6,1,1,2,5,0,0,0,0,2,1,0,0,0,2,4,0,0,0,3,0,2,22
36121,7,0,2,0,0,10,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0,5,0,0,8,0,0,4,3,1,0,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,3,0,1,17
31947,11,1,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,51,0,0,0,7,0,0,11,1,0,4,4,1,1,4,0,0,0,1,1,1,0,2,0,3,3,0,0,0,1,0,2,29
15748,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,6,0,0,7,0,0,1,3,0,0,4,0,1,0,1,0,2,1,0,0,2,1,0,0,0,0,0,2,18
40580,8,1,3,0,0,14,0,0,0,0,0,1,3,1,0,0,1,53,0,0,0,2,0,1,18,0,0,1,2,0,2,2,0,0,0,0,0,4,2,1,0,4,1,0,0,0,5,0,0,29
26642,8,0,2,0,0,12,1,0,0,0,0,2,2,0,0,0,0,42,0,0,0,3,0,0,6,0,1,4,2,0,1,5,0,0,0,0,2,4,2,1,1,2,2,0,0,0,3,0,3,15
15026,3,1,1,0,1,4,0,0,0,0,0,1,1,0,0,0,0,32,0,0,0,3,0,0,10,0,0,2,2,0,2,4,1,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,2,20
34139,10,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,5,0,0,12,0,0,4,4,0,1,4,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,0,3,24
15007,15,0,3,0,0,17,0,0,0,0,0,0,3,0,0,0,0,46,0,0,1,5,0,0,9,0,0,3,2,0,3,2,0,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,2,20
35222,3,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,24,1,0,0,4,0,0,6,1,0,2,2,0,0,1,0,0,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,16
10558,7,0,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,32,0,0,0,5,0,0,6,0,0,4,1,0,0,1,0,0,0,0,3,0,0,1,0,3,1,0,0,0,2,0,1,16
12918,11,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,6,0,0,10,0,0,3,1,0,0,3,0,0,0,0,1,1,0,0,0,4,2,0,0,0,3,0,2,21
22163,13,0,2,0,0,14,0,0,0,0,0,0,2,0,0,0,0,48,0,0,0,7,0,0,11,0,0,2,4,0,2,1,0,0,0,1,0,1,1,1,0,3,2,0,0,0,1,0,0,28
12647,12,2,4,2,0,18,0,0,0,0,0,0,4,0,0,0,0,55,1,0,0,4,0,0,9,1,0,7,3,0,0,3,0,0,0,0,3,0,0,4,0,2,4,0,0,0,2,1,1,23
30881,8,0,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,44,2,0,0,4,0,0,9,0,0,6,4,0,0,2,0,0,0,0,2,0,0,1,0,6,4,0,0,0,3,0,0,24
24456,7,1,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,39,1,0,0,5,0,0,9,1,1,7,1,0,1,2,0,0,0,0,1,2,1,1,0,1,6,0,0,0,0,0,1,19
21636,10,0,2,0,1,13,0,0,0,0,0,0,1,0,0,0,0,34,1,0,1,2,0,0,5,0,0,2,1,0,1,3,0,0,0,1,1,2,1,1,0,2,1,0,0,1,2,0,1,12
24715,6,2,1,0,0,9,0,0,0,0,0,0,1,0,0,0,1,47,0,0,0,10,0,0,9,0,0,6,3,0,1,2,0,0,0,1,2,2,1,0,0,4,4,0,0,0,1,0,1,27
37907,8,1,2,0,0,11,0,0,0,0,0,0,2,0,0,0,0,41,0,0,0,6,0,0,6,0,0,8,3,0,1,1,0,0,0,0,7,0,0,0,0,3,1,0,0,0,2,0,1,19
20229,14,0,5,0,0,19,0,0,0,0,0,1,5,0,0,0,0,63,0,0,3,11,0,0,9,1,0,5,4,1,1,1,0,0,0,0,4,2,1,2,0,3,1,0,0,0,2,0,0,31
28558,10,2,0,0,0,14,0,0,0,0,0,4,0,1,0,0,0,50,1,0,0,11,0,0,8,1,0,5,1,0,2,6,0,0,0,0,1,1,0,0,0,1,4,0,0,0,2,0,1,24
8646,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,2,1,0,2,0,0,0,2,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7
6129,10,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,5,0,0,5,0,0,1,1,1,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,14
40332,16,0,2,0,0,16,0,0,0,0,0,0,2,0,0,0,0,60,1,1,0,7,0,0,8,1,0,4,5,1,1,8,1,1,0,0,3,4,1,1,0,3,1,0,0,0,0,0,6,26
21507,8,1,1,0,0,13,0,0,0,0,0,1,1,0,0,0,1,49,0,0,0,6,0,0,12,0,0,5,3,0,3,4,0,0,0,1,2,1,0,0,0,1,3,0,0,0,4,0,2,25
18281,9,1,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,42,0,0,1,10,0,0,6,0,0,6,2,0,0,2,0,0,0,0,2,0,0,0,0,2,4,0,0,0,2,0,2,20
34427,5,1,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,50,1,0,0,9,0,0,18,0,0,5,2,0,1,2,0,0,0,0,1,1,1,1,0,3,4,0,0,0,0,0,1,34
32473,1,1,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,22,0,0,1,4,0,0,5,0,0,3,0,0,0,1,0,0,0,0,2,3,3,0,0,1,1,0,0,0,0,0,1,10
23053,5,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,36,1,0,0,2,0,0,11,0,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,1,2,20
42858,6,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,4,0,0,7,0,0,6,2,0,0,2,0,0,0,0,3,0,0,2,0,1,3,0,0,0,0,0,1,16
37660,12,1,2,0,0,15,0,0,0,0,0,1,2,0,0,0,0,50,0,0,0,8,0,0,13,0,0,7,1,0,1,2,0,0,0,0,3,0,0,0,0,1,4,0,0,0,2,0,1,24
14328,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,0,0,5,0,0,5,2,0,2,2,0,0,1,2,4,0,0,0,0,2,1,0,0,0,0,0,0,14
26778,7,2,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,67,3,1,0,11,0,0,16,2,0,4,6,0,1,6,1,0,0,1,1,4,3,0,0,5,3,0,0,0,2,0,1,41
35360,9,1,6,0,0,12,0,0,0,0,0,0,6,0,0,0,0,48,0,0,0,9,0,0,10,0,0,5,3,0,0,1,0,0,0,0,3,0,0,1,0,1,2,0,0,0,2,0,1,24
22176,14,1,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,57,2,0,0,7,0,0,13,0,0,5,8,1,1,4,0,0,0,0,1,2,0,0,1,1,4,0,0,0,1,0,1,30
21134,7,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,4,0,0,11,1,0,5,4,0,0,4,0,1,0,0,1,2,1,2,0,2,4,0,0,0,0,1,3,24
35091,17,1,2,0,1,19,0,0,0,0,0,0,2,0,1,0,0,64,0,0,0,6,0,0,12,1,0,3,8,0,1,3,0,0,0,1,1,4,3,3,0,2,2,0,0,0,1,0,1,33
31490,4,2,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,6,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
13410,13,1,1,0,0,17,0,0,0,0,0,1,1,0,0,0,1,56,2,0,1,8,0,0,8,0,0,6,0,0,1,6,0,1,0,1,2,2,0,3,0,4,4,0,0,0,2,0,2,24
6123,2,0,2,0,0,2,0,0,0,0,0,1,2,0,0,0,0,15,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
33580,7,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,2,0,0,8,0,0,6,1,0,1,3,0,0,0,1,1,0,0,0,0,1,5,0,0,0,1,0,1,13
22800,13,1,1,0,0,17,0,0,0,0,0,1,1,0,0,0,0,50,0,0,2,14,0,0,9,1,0,2,0,0,1,2,0,1,0,0,1,3,2,0,0,0,1,0,0,0,1,0,1,25
28182,11,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,7,0,0,6,1,0,4,4,0,1,0,0,0,0,0,2,1,1,3,0,2,2,0,0,0,1,0,0,24
10554,16,2,1,0,0,20,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0,4,0,0,7,1,0,7,6,0,0,5,0,0,0,0,3,0,0,1,0,8,4,0,0,0,2,0,5,27
7858,11,0,6,0,0,14,0,0,0,0,0,1,4,1,0,0,1,59,0,0,0,7,0,0,11,0,0,11,5,0,0,1,0,0,0,0,6,2,0,1,0,1,5,0,0,2,3,0,0,25
10340,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,7,0,0,6,0,0,3,2,0,2,1,0,2,0,0,0,3,1,1,0,0,3,0,0,0,2,0,1,18
35083,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,3,0,0,9,0,0,2,5,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,21
15280,12,2,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,6,0,0,7,0,0,1,3,0,2,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,3,20
25617,9,1,1,0,0,12,0,0,1,1,0,0,1,0,0,0,0,31,0,0,0,5,0,0,2,0,0,5,1,0,0,2,0,0,0,0,0,0,0,1,0,1,5,0,0,0,2,0,2,10
16381,14,0,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,47,1,0,0,11,0,0,9,0,0,4,4,0,0,1,0,0,0,0,2,1,1,0,0,2,2,0,0,0,0,0,0,26
17968,13,0,2,0,0,16,0,0,0,0,0,0,2,0,0,0,0,44,0,0,0,6,0,0,6,0,0,6,2,0,0,3,0,1,0,0,2,1,0,1,0,1,4,0,0,0,3,0,3,16
21005,7,3,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,48,0,0,0,7,0,0,12,0,0,4,6,0,0,4,0,0,0,0,1,1,1,0,0,2,3,0,0,0,1,0,4,27
28479,7,1,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,45,1,0,0,2,0,0,17,0,0,5,1,1,1,2,0,0,0,0,1,1,0,1,0,3,4,0,0,0,3,0,1,25
37888,19,1,2,0,0,22,0,0,0,0,0,1,2,0,0,0,0,55,0,0,0,7,0,0,14,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,3,1,0,0,0,2,0,2,27
42285,10,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,2,0,0,5,1,0,2,3,0,0,2,0,1,0,0,2,2,1,0,0,2,0,0,0,0,1,0,2,13
30795,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,34,0,0,0,7,0,0,12,0,0,6,1,0,0,1,0,1,0,0,1,2,1,0,0,2,5,0,0,0,0,0,1,22
38902,11,3,4,1,0,18,0,0,0,0,0,3,4,0,0,0,0,59,0,0,1,6,0,0,12,0,0,5,7,0,1,5,0,0,0,2,2,1,1,0,0,0,3,0,0,0,2,0,0,26
22786,7,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,4,0,0,5,1,0,5,3,0,0,2,0,0,0,0,3,3,3,0,0,1,2,0,0,0,0,0,1,14
16001,1,2,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,4,0,0,5,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,13
10805,10,2,1,0,1,15,0,0,1,1,0,1,1,0,0,0,0,53,1,0,0,6,0,1,9,0,0,6,4,0,0,5,0,0,0,0,2,2,1,2,0,2,4,0,0,0,3,0,2,23
22273,12,4,1,0,0,18,0,0,0,0,0,3,1,1,0,0,1,66,1,0,0,12,0,0,11,2,0,6,4,0,0,7,0,0,0,1,3,2,0,1,0,2,3,0,0,0,2,0,2,32
23552,7,1,2,0,0,10,0,0,1,1,0,0,2,0,0,0,0,43,1,0,0,6,0,0,8,1,0,2,5,1,0,3,0,0,0,1,1,2,1,1,0,2,1,0,0,0,2,0,1,23
31566,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,4,0,0,10,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,18
4536,14,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,47,1,0,0,6,0,0,12,0,0,3,3,0,2,2,0,0,0,0,2,0,0,1,0,2,1,0,0,0,1,1,0,26
30486,4,3,1,0,0,10,0,0,0,0,0,1,1,0,0,0,1,36,0,0,0,1,0,0,10,0,0,2,1,0,3,4,0,0,0,0,1,1,0,1,0,2,1,0,0,0,3,0,3,18
15560,3,0,1,0,0,5,0,0,1,1,0,1,1,0,0,0,0,51,0,0,0,9,0,0,13,0,0,6,4,0,1,4,0,1,0,0,3,3,2,0,0,4,3,0,0,0,2,0,3,31
21122,20,1,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,54,1,0,1,6,0,0,7,1,0,3,3,0,1,4,0,0,0,1,2,2,2,0,0,4,1,0,0,0,1,0,1,22
3626,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,4,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,11
36371,4,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,6,0,0,5,0,0,3,1,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,15
12229,5,0,2,0,0,8,0,0,0,0,0,0,1,0,0,0,0,34,0,0,0,4,0,0,10,0,0,4,2,0,1,0,0,0,0,0,1,1,1,1,0,1,3,0,0,1,3,0,0,19
14469,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,8,0,0,5,1,0,2,0,0,0,0,0,3,1,1,1,0,2,2,0,0,0,0,0,0,16
12550,9,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,5,0,0,11,0,0,8,7,0,1,1,0,0,0,0,3,2,1,0,0,1,5,0,0,0,1,0,1,25
26752,7,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,36,1,0,1,4,0,0,11,0,0,3,2,0,1,2,0,0,0,0,1,0,0,1,0,1,2,0,0,0,2,0,1,20
28178,12,2,2,0,0,17,0,0,0,0,0,1,2,0,1,0,0,54,0,0,0,5,0,0,10,1,1,5,8,0,0,3,0,1,0,0,1,2,0,1,0,0,4,0,0,0,3,0,1,25
25097,14,1,2,0,0,17,0,0,0,0,0,1,2,1,0,0,0,74,2,0,0,11,0,0,10,1,0,12,11,0,2,5,0,0,0,0,6,1,0,1,0,1,6,0,0,0,2,1,1,37
19222,8,1,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,39,0,0,1,5,0,0,8,1,0,2,2,0,1,2,0,1,0,0,2,2,0,1,0,3,0,0,0,0,2,0,2,21
20130,4,4,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,4,0,0,2,0,0,2,2,0,0,4,0,0,0,1,1,0,0,2,0,3,1,0,0,0,1,0,3,13
23808,6,0,4,0,0,8,0,0,0,0,0,1,4,0,0,0,0,46,1,0,1,4,0,0,11,1,1,1,8,0,1,3,0,0,0,0,1,1,0,0,0,4,0,0,0,0,1,0,1,29
31882,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4
15191,5,0,1,0,0,5,0,0,0,0,0,1,1,0,0,0,0,23,0,0,0,3,0,0,6,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,15
1491,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
22421,12,2,3,0,0,16,0,0,0,0,0,1,3,0,0,0,0,49,0,0,1,3,0,0,11,0,0,6,2,0,0,4,0,0,0,0,3,1,1,2,0,1,3,0,0,0,1,0,3,19
20872,10,0,2,0,0,10,0,0,0,0,0,0,2,0,0,0,0,38,1,0,0,3,0,0,7,0,0,2,2,0,1,3,0,3,0,0,1,4,1,1,0,3,1,0,0,0,0,0,2,17
16959,6,3,2,0,0,10,0,0,0,0,0,1,2,0,0,0,3,47,0,0,1,12,0,0,7,0,0,3,4,0,1,3,0,0,0,2,2,3,0,0,0,2,1,0,0,0,0,0,0,26
9167,8,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,6,0,0,7,0,0,3,1,0,3,0,0,0,0,0,2,1,0,1,0,4,1,0,0,0,1,0,0,22
2902,10,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,39,0,0,0,2,0,0,8,0,0,0,4,0,0,6,0,0,0,0,0,1,1,3,0,3,0,0,0,0,2,0,3,20
20232,14,1,2,0,0,16,0,0,0,0,0,1,1,1,1,0,0,47,0,0,0,3,0,0,8,0,0,4,5,0,0,5,0,0,0,2,1,1,0,1,0,2,3,0,0,1,1,0,1,19
36243,9,2,4,0,0,11,0,0,0,0,0,1,4,0,0,0,0,51,2,0,0,6,0,0,11,0,0,3,5,0,1,4,0,0,0,0,2,2,2,3,0,1,1,0,0,0,0,0,1,27
24963,8,0,1,0,0,15,0,0,0,0,0,0,1,0,0,0,0,53,0,0,1,10,0,0,9,0,0,4,5,0,1,2,0,0,1,0,4,2,2,0,0,3,0,0,0,0,6,0,2,29
37890,4,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,25,1,0,0,6,0,0,3,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,14
20353,6,0,2,0,0,8,0,0,0,0,0,1,2,0,0,0,0,43,0,0,1,9,0,0,8,1,0,3,2,0,0,5,0,0,0,0,3,0,0,1,0,4,0,0,0,0,1,0,4,25
42440,7,0,4,0,0,11,0,0,0,0,0,0,4,0,0,0,0,38,1,0,1,5,0,1,3,0,0,4,2,0,0,4,0,0,0,0,2,0,0,1,0,4,2,0,0,0,3,0,2,15
26626,9,0,1,1,1,12,0,0,0,0,0,1,1,0,0,0,0,45,0,0,0,10,0,0,6,0,0,4,2,0,0,4,0,0,0,1,2,1,0,2,0,3,2,0,0,0,2,0,2,23
12842,7,1,1,1,0,12,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,3,0,0,9,0,0,5,5,0,0,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,3,1,1,19
36738,7,2,1,0,0,10,0,0,0,0,0,1,1,0,0,0,0,54,1,0,0,7,0,0,16,1,0,7,5,0,0,2,0,0,0,0,2,0,0,1,0,4,5,0,0,0,1,0,0,34
14632,3,0,2,0,0,6,0,0,0,0,0,1,2,0,0,0,0,42,2,0,0,6,0,0,14,0,0,5,3,0,1,3,0,0,0,0,3,0,0,1,0,1,2,0,0,0,3,0,0,26
13095,1,5,1,0,1,8,0,0,0,0,0,1,1,0,0,0,0,25,0,0,0,2,0,0,3,0,0,2,1,0,0,4,0,0,0,2,0,2,0,2,1,0,2,0,0,0,2,0,1,8
10979,9,2,0,1,0,18,0,0,0,0,0,1,0,0,0,0,0,56,0,1,0,5,0,0,14,0,0,4,4,0,1,6,0,0,0,2,0,2,1,1,0,1,4,0,0,0,6,0,3,26
5884,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,4,1,0,13,0,0,6,4,0,0,1,0,0,0,0,1,0,0,1,0,5,5,0,0,0,2,0,1,28
7571,9,1,1,0,0,11,0,0,0,0,0,1,1,0,0,0,0,43,1,0,1,4,0,0,11,0,0,5,5,0,2,3,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,1,23
22066,10,3,4,0,0,15,0,0,0,0,0,1,4,0,0,0,0,57,0,0,1,7,0,0,14,1,0,5,1,0,1,4,0,0,0,1,2,0,0,1,0,4,3,0,0,0,1,0,2,29
3707,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
24450,11,0,2,0,0,12,0,0,0,0,0,2,2,0,0,0,0,47,1,0,0,9,0,0,9,1,0,5,2,0,1,4,0,0,0,0,4,0,0,1,0,1,1,0,0,0,1,0,1,24
21386,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,9,0,0,8,0,0,8,2,0,2,1,0,0,0,0,3,1,1,1,0,0,5,0,0,0,3,0,1,22
29128,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,1,0,0,1,1,0,2,0,1,2,0,0,0,0,0,0,11
20486,5,0,4,0,0,6,0,0,0,0,0,0,4,0,0,0,0,33,0,0,0,4,0,0,4,0,0,6,3,0,1,1,0,0,0,0,3,1,1,1,0,2,3,0,0,0,1,0,1,15
31252,11,0,1,0,0,15,1,0,0,0,0,2,1,0,0,0,0,39,1,0,1,3,0,0,5,0,0,5,5,0,2,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,15
37382,4,1,1,0,0,7,0,0,0,0,0,1,1,0,0,0,0,50,1,0,0,8,0,0,15,0,0,5,6,0,0,6,0,0,0,2,1,0,0,0,0,2,4,0,0,0,2,0,2,31
15883,7,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,19,0,0,1,1,0,0,2,0,0,1,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6
25092,4,3,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,38,2,0,0,4,0,0,8,1,0,6,2,0,1,3,0,1,0,0,2,1,0,1,0,3,4,0,0,0,0,0,1,20
43533,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,8,0,0,7,0,0,4,1,0,0,2,0,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,1,18
13022,6,1,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,43,1,0,0,9,0,0,8,1,0,3,2,0,1,3,0,0,0,0,2,0,0,2,0,5,1,0,0,0,1,0,2,28
15048,6,1,0,0,0,9,0,0,1,1,0,1,0,0,0,0,0,43,1,0,0,3,0,0,7,1,0,12,2,0,1,3,0,0,0,0,7,1,1,3,0,0,5,0,0,0,2,0,1,17
23324,6,2,4,0,0,8,0,0,0,0,1,0,4,0,0,0,0,40,2,0,0,7,0,0,7,0,0,4,3,0,1,4,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,20
